Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
12780,4326541,144932.0,145000.0,1951,1,100,108.8,4.7,12393558.6,134689.4,220.0,,,,,,,4.623010104116422,4.689511334421843,1.547562508716013,6.489660754473831,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5950,4979797,93184.0,93184.0,1915,1,95,,5.2,307997.0,3110.0,157.0,5990.5,64.29,40.838127,-73.946517,12.0,247.0,3.713572066704308,,1.6486586255873816,5.035653057071544,8.697930160079954,4.163404098153595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,2715799,50548.0,50548.0,2007,1,100,71.8,6.7,2235180.8,24721.8,110.3,278.1,5.5,40.762646000000004,-73.994694,4.0,129.0,4.215086179918229,4.273884476054178,1.9021075263969205,4.776599301615622,5.627980761239919,1.7047480922384253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9481,3429108,77400.0,89010.0,1930,1,100,57.7,2.4,4082740.8,44043.2,70.9,4028.9,45.26,40.662453,-73.94936899999999,9.0,329.0,3.9982007016691985,4.055257173514054,0.8754687373538999,5.379436417832829,8.301248664828721,3.8124236402053913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,2669073,64757.0,64747.0,1903,1,100,79.9,5.6,113268.0,1132.7,116.1,2289.9,35.37,40.763701,-73.981665,5.0,137.0,4.384523514872469,4.380775852772229,1.7227665977411035,5.684599655239428,7.736263427472535,3.5658640032173894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,2647894,111396.0,111396.0,1957,1,100,80.7,5.1,6432272.2,70422.2,188.9,3477.7,31.22,40.735587,-73.984859,6.0,48.0,4.330733340286331,4.390738575275903,1.62924053973028,5.833640461914415,8.15412643472469,3.441058915087286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8376,4842741,77928.0,81824.0,1931,1,100,96.2,3.9,6776900.0,67769.0,106.9,,,40.854061,-73.866718,11.0,22404.0,4.5736795188967205,4.566429357671661,1.3609765531356006,5.886104031450156,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867,3001555,50643.0,50643.0,1924,1,100,93.0,5.5,84100.0,863.9,87.6,,,40.784794,-73.95245,8.0,15801.0,4.443827035579329,4.532599493153256,1.7047480922384253,5.527442989539794,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,3448575,986441.0,1035763.0,1974,1,100,204.5,13.6,109494954.0,1094949.5,8081.2,,,40.749581,-73.975324,6.0,80.0,5.321545492667243,5.320567975482857,2.6100697927420065,8.668333630726618,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7163,5245875,52250.0,52250.0,1966,1,100,94.2,16.6,1688325.9,19663.9,279.5,,,40.839571,-73.918435,4.0,219.0,4.498697941477575,4.545420181582317,2.8094026953624978,4.49647076906475,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6670,2649988,70961.0,73799.0,1926,1,100,75.4,4.0,4194578.6,45483.0,96.6,6714.8,90.99,40.830324,-73.92226600000001,4.0,195.0,4.2612704335380815,4.32280727501391,1.3862943611198906,5.406274508053129,8.81206932444826,4.5107496103686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,4952043,64429.0,64429.0,1931,1,100,100.4,4.0,106666.7,1084.6,83.5,2028.7,31.49,40.785995,-73.97314399999999,7.0,169.0,4.515245478460105,4.609162207257629,1.3862943611198906,5.922114468973189,7.615150472807284,3.4496700351129332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9443,5008425,221100.0,221100.0,1972,5,95,79.9,8.9,9433024.1,103546.6,621.6,,,40.667962,-73.948784,9.0,319.0,4.328098292648326,4.380775852772229,2.186051276738094,6.30463160106978,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14772,2647074,109287.0,109277.0,1850,1,100,185.5,21.2,11847467.5,123453.5,734.1,,,40.620459999999994,-74.076402,1.0,27.0,5.1973914479580765,5.22305488204749,3.054001181677967,6.4446080905328875,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6889,2665259,76620.0,76610.0,1937,1,100,100.6,5.7,5684263.6,62141.4,138.6,8906.7,116.26,40.815121999999995,-73.909405,1.0,73.0,4.540098189244376,4.611152257665639,1.7404661748405046,5.710095836712793,9.09455908149044,4.755829062273205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,2704799,202586.0,202927.0,1895,1,100,37.6,3.7,5076966.4,55542.4,262.6,13571.0,61.25,40.783306,-73.980356,7.0,167.0,3.5751506887855933,3.6270040503958487,1.308332819650179,5.597310230145684,9.51569044208137,4.114963849424837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14257,5983660,89640.0,43814.0,2007,4,100,113.9,8.4,3446899.7,37288.1,114.0,2850.8,65.07,,,,,4.670021158307708,4.735320870453137,2.128231705849268,5.210032451680465,7.955354935627716,4.175463613506893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13547,3091252,150000.0,175000.0,1956,1,100,66.3,3.1,8865910.0,97524.6,177.4,5946.4,33.98,,,,,4.120661870539474,4.194189897191817,1.1314021114911006,6.154645757249509,8.690541273411084,3.525772116243786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,5039583,95989.0,102325.0,1926,1,95,58.6,11.3,,,489.8,,,40.751394,-73.98663499999999,5.0,109.0,4.030694535145645,4.070734696582967,2.424802725718295,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,4397631,338962.0,377064.0,1931,1,100,61.5,12.1,7554332.8,75543.3,1472.9,8396.9,22.27,40.751269,-73.997834,4.0,103.0,4.128745988939433,4.119037174812473,2.4932054526026954,5.994460056087781,9.035617869097527,3.1032404812692764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9581,4940354,64437.0,64437.0,2005,1,100,101.3,6.2,4802899.7,51691.3,129.3,2677.3,41.55,40.669144,-73.91807800000001,16.0,361.0,4.566429357671661,4.618086411254637,1.824549292051046,5.541655625147766,7.892564102986693,3.7268975213014572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002,5043132,55200.0,57960.0,1928,1,100,93.2,4.4,184500.0,1845.0,81.8,,,40.816722,-73.887502,2.0,117.0,4.470495282661489,4.534747721691546,1.4816045409242156,5.726196069493101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,3119837,280164.0,163667.0,2009,1,100,105.3,17.5,7141999.6,79313.7,992.3,,,40.7198,-73.96386700000001,1.0,555.0,4.631812116934513,4.6568134191399295,2.8622008809294686,5.938327448694853,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,2931286,65972.0,55464.0,1920,1,100,,,40170.2,,322.2,1379.5,18.17,40.723783000000005,-74.001436,2.0,49.0,4.291828366755733,,,5.0323967858777685,7.2294763936573405,2.89977188240808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11713,2800714,75600.0,75600.0,1931,1,100,68.5,3.3,4123599.8,43354.8,78.5,3643.5,48.19,40.633344,-73.953653,14.0,772.0,4.185098925490565,4.22683374526818,1.1939224684724346,5.389071729816501,8.200700037110337,3.8751515306522415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11780,3114734,85165.0,94533.0,1950,1,100,,3.7,79500.0,808.6,114.6,,,40.614331,-73.947284,14.0,756.0,2.631888840136646,,1.308332819650179,1.4350845252893227,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11398,4406995,52700.0,52682.0,1936,1,100,86.4,3.0,3681340.9,40059.5,50.5,4278.8,81.22,40.610941,-73.959629,14.0,542.0,4.384523514872469,4.45898767581001,1.0986122886681098,5.27556037942542,8.361427875431977,4.397161522258152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2669784,112259.0,122330.0,1908,1,100,73.5,14.9,2735820.0,27626.2,593.8,0.0,0.0,40.744178999999995,-73.989902,5.0,58.0,4.3134800921387715,4.297285406218791,2.7013612129514133,4.9788005705762375,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,4929111,68300.0,68310.0,2006,1,100,70.1,5.1,3608239.8,36082.4,109.3,5113.9,74.86,40.829972,-73.903874,3.0,185.0,4.249922794040544,4.249922794040544,1.62924053973028,5.255931650051599,8.53971760149491,4.315619702476283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5733,5083857,58569.0,58569.0,1905,1,100,39.2,3.2,1651759.1,16517.6,59.8,,,40.818535,-73.941356,10.0,230.0,3.6686767467964168,3.6686767467964168,1.1631508098056809,4.473921899378137,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5693,4375719,65496.0,65496.0,1926,1,100,83.8,3.4,172366.7,1723.7,72.0,3992.3,60.95,40.815464,-73.959538,9.0,211.0,4.3489867805956814,4.428433007488037,1.2237754316221157,5.766131099720736,8.292122784908313,4.110053855927281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,1483343,1172021.0,1165000.0,1990,1,100,126.7,14.1,86688397.9,917747.0,5255.5,74652.0,64.08,40.762433,-73.982272,5.0,131.0,4.812184355372417,4.841822087327094,2.6461747973841225,8.434767647040907,11.220592594303021,4.160132302760104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,4040432,74792.0,77035.0,1911,1,100,79.2,9.8,1195044.9,13322.0,240.5,680.6,8.84,40.738585,-73.99384,5.0,54.0,4.291828366755733,4.37197629882038,2.2823823856765264,5.308762624409575,6.522974762066806,2.179286876649552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,4038643,155906.0,155906.0,1938,1,100,67.3,3.8,7735197.1,84637.2,192.5,4247.0,27.24,40.78983,-73.977176,7.0,175.0,4.141546163706395,4.209160236650682,1.33500106673234,6.018349875889364,8.353968130313271,3.3046864812813115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,4995672,309381.0,361878.0,2013,1,100,74.0,16.4,400466.0,4004.7,2254.3,8859.9,24.38,40.706638,-74.012631,1.0,13.0,4.280824129164719,4.30406509320417,2.797281334830153,3.0587070727153796,9.089290756853716,3.1937631240531252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,4414872,545213.0,545213.0,1968,1,100,81.3,7.7,30014780.2,300147.8,1329.8,,,40.587441999999996,-73.804154,14.0,94203.0,4.398146016553765,4.398146016553765,2.0412203288596382,7.374127321993823,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9375,2661664,51000.0,53550.0,1928,1,100,96.2,4.0,3881517.7,41551.0,70.6,3226.9,60.26,40.668409000000004,-73.960802,9.0,213.0,4.517431271680085,4.566429357671661,1.3862943611198906,5.418763519623904,8.079277203037565,4.098668533702155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12967,2658911,62508.0,62508.0,1958,1,100,105.2,4.0,4959799.8,53714.5,81.6,4181.3,66.89,,,,,4.59511985013459,4.65586330030361,1.3862943611198906,5.666772649022301,8.338377481951527,4.203049479130317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13762,4412528,115396.0,115396.0,1956,1,100,,,8688060.4,,131.8,10018.9,86.82,,,,,4.513054897080286,,,6.198681947871933,9.21222858817342,4.4638370098714475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6777,5734158,52096.0,52127.0,2006,1,100,76.2,2.9,3203355.4,34639.2,46.6,4621.5,88.66,40.838078,-73.927392,4.0,199.0,4.264087336809195,4.333361462692601,1.0647107369924282,5.136386499401816,8.438474606704832,4.484808829316908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11925,2734777,58000.0,67666.0,1934,1,100,80.9,3.0,4388900.1,47765.3,66.7,5727.8,84.65,40.577477,-73.955157,13.0,61004.0,4.324132656254979,4.393213824064446,1.0986122886681098,5.4514675460417115,8.653086791829779,4.438525108579144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11519,2607207,147000.0,147001.0,1974,1,100,109.9,20.1,5966830.6,60779.3,892.5,11602.0,78.92,40.578183,-73.991936,13.0,326.0,4.663439094112067,4.699570861409576,3.0007198150650303,5.758586266696875,9.358932776026009,4.368434681154414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14741,5965464,61110.0,73332.0,2011,1,100,37.3,,2732900.0,27329.0,0.0,3237.6,44.15,40.641211,-74.116375,1.0,97.0,3.6189933266497696,3.6189933266497696,,4.978112102390695,8.082587593561655,3.787592927049969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11386,3529501,85584.0,85584.0,1931,1,100,78.0,2.8,5444067.7,58608.5,78.8,,,40.615229,-73.963052,14.0,542.0,4.297285406218791,4.356708826689592,1.0296194171811581,5.66711849028461,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,2595904,65532.0,65000.0,1956,1,100,65.6,2.7,141270.2,1412.7,58.1,3476.4,53.48,40.748104999999995,-73.978494,6.0,80.0,4.186619838331271,4.183575695950044,0.9932517730102834,5.591360045241914,8.153752554563304,3.9793077522337423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,2921576,96067.0,105950.0,1927,1,100,100.6,20.4,,,879.3,2800.0,26.43,40.763676000000004,-73.982665,5.0,131.0,4.577798989191959,4.611152257665639,3.0155349008501706,-inf,7.937374696163295,3.2744997286161976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,4998220,333837.0,690775.0,1932,2,100,92.0,7.7,23850820.9,238508.2,1723.7,,,40.747226,-74.003046,4.0,93.0,4.481871969643598,4.5217885770490405,2.0412203288596382,7.881861986233036,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13770,3539448,53860.0,54947.0,2001,1,100,72.7,4.3,2902048.5,31857.7,80.0,3892.7,70.84,,,,,4.22683374526818,4.286341384539473,1.4586150226995167,5.03760174232607,8.266858283248832,4.260423812914633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11465,3533562,120000.0,120000.0,1939,1,100,90.0,3.5,8259664.3,87786.1,136.2,6841.7,57.01,40.608684999999994,-73.95421,15.0,550.0,4.454347296253507,4.499809670330265,1.252762968495368,6.178566327074926,8.830791517747837,4.043226691043491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,5033153,93661.0,92337.0,1929,1,100,71.6,8.3,1298.5,15.0,246.1,,,40.755792,-73.99225,4.0,115.0,4.178992036282385,4.2710950739666,2.1162555148025524,5.537334267018537,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8263,4387458,56250.0,56250.0,1930,1,100,72.4,4.1,3136700.1,32827.9,75.0,1069.0,19.0,40.839696999999994,-73.865894,9.0,21601.0,4.249922794040544,4.282206299391671,1.410986973710262,5.115595729732743,6.974478911025045,2.9444389791664403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14302,5869725,108024.0,110000.0,1963,1,100,90.6,4.3,7038934.9,76731.5,155.0,,,,,,,4.448516375942715,4.506454213048934,1.4586150226995167,6.053264948013429,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11289,2801376,75000.0,75000.0,1928,1,100,93.6,4.5,5297300.0,58618.4,107.2,22353.0,298.04,40.606039,-73.98317800000001,11.0,428.0,4.454347296253507,4.539030383483547,1.5040773967762742,5.639777144680289,10.014715819221838,5.697227705685527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,3413981,470000.0,470000.0,1960,1,100,51.1,8.8,8140314.9,96143.0,1328.3,1858.3,3.95,40.745256,-73.98057,5.0,72.0,3.883623530906448,3.933784497209659,2.174751721484161,6.134265345739653,7.527417370279605,1.3737155789130306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11017,3533544,108000.0,108000.0,1950,1,100,115.6,2.9,10532225.6,114170.6,102.2,5638.1,52.2,40.635232,-74.031068,10.0,36.0,4.679349584162343,4.750135956238277,1.0647107369924282,6.32686478076786,8.637302408302858,3.955082494888593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12199,5865330,79897.0,80500.0,2014,1,100,,,3316816.6,37342.7,,2719.2,33.78,,,,,3.879499813722586,,,5.171619713502079,7.908092998381906,3.519868911379654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,2533060,427256.0,420945.0,2007,1,100,80.7,8.4,20865729.8,221605.6,1155.4,,,40.776045,-73.989685,7.0,151.0,4.360547602996758,4.390738575275903,2.128231705849268,7.010582588781607,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
