Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
4212,4932827,111567.0,98016.0,1913,1,100,63.8,12.1,2217126.8,23407.5,402.3,1924.7,18.37,40.769624,-73.96823,8.0,122.0,4.135166556742356,4.155753190350744,2.4932054526026954,4.768988271217486,7.5625253904210785,2.9107188992270343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6167,4406956,54030.0,63250.0,1930,1,100,,,4716513.9,,11.0,5184.6,81.97,40.847999,-73.94029599999999,12.0,265.0,4.335982696172475,,,5.523458920524919,8.553447972075409,4.406353326664939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10770,4370684,149450.0,149450.0,1934,1,100,56.4,2.8,5988399.9,63472.7,136.9,,,40.645638,-73.98104599999999,12.0,498.0,3.9740583963475986,4.032469158504013,1.0296194171811581,5.869014387351418,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6960,4401878,148827.0,159146.0,1982,1,100,74.2,4.8,8491331.1,92259.8,245.0,,,40.821001,-73.89558000000001,2.0,159.0,4.247065649239764,4.3067641501733345,1.5686159179138452,6.111467339502679,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4928,2682511,377823.0,344857.0,1976,1,100,78.7,6.4,18623690.7,205135.3,747.4,,,40.773428,-73.953129,8.0,138.0,4.3067641501733345,4.365643155423357,1.8562979903656263,6.896896535647262,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8272,3114850,72500.0,80475.0,1924,1,100,,3.4,5252521.5,56063.4,90.9,,,40.835794,-73.852112,9.0,222.0,4.3489867805956814,,1.2237754316221157,5.631211781821365,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11731,3114772,68076.0,75564.0,1940,1,100,,2.2,4101299.9,43882.4,54.9,6365.2,84.24,40.629099,-73.957021,14.0,772.0,4.188138441508461,,0.7884573603642703,5.477717994914328,8.758600932336028,4.43366986782572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,2817479,62237.0,73187.0,1924,1,100,97.2,15.0,,,1814.2,2024.2,26.51,40.756962,-73.976256,5.0,94.0,4.525044141508807,4.576770711466393,2.70805020110221,-inf,7.612929839754801,3.277522020300934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13808,4404055,53914.0,54000.0,1929,1,100,140.6,3.2,1495400.0,14954.0,57.6,4405.1,81.58,,,,,4.859812404361672,4.9459189793765646,1.1631508098056809,6.097399897516651,8.390518239588202,4.401584133889412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12447,3782892,100000.0,100000.0,1959,1,100,59.2,7.6,2934999.7,33086.2,242.2,1310.2,13.1,,,,,4.014579593753238,4.0809215418899605,2.028148247292285,5.049214776063731,7.177935076297776,2.5726122302071057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,2614202,865222.0,863455.0,2000,1,100,67.1,8.2,475032.0,4750.3,4328.0,,,40.751983,-73.967538,6.0,90.0,4.169761201506855,4.206184043977636,2.1041341542702074,3.2268439945173775,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14383,2953157,118566.0,144684.0,1963,1,100,148.1,6.7,4037400.3,40374.0,306.6,,,,,,,4.997887721273753,4.997887721273753,1.9021075263969205,7.150701457592526,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1052478,1141276.0,1248923.0,1967,1,90,132.6,15.2,544887.5,5448.9,12936.6,34898.6,27.43,40.709043,-74.010626,1.0,7.0,4.890349128221754,4.887337077751762,2.7212954278522306,3.3638415951183864,10.460201992772726,3.311637304949512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,3538058,121206.0,131206.0,2005,1,100,56.4,13.1,22780.0,227.8,643.6,,,40.741135,-73.9941,4.0,87.0,4.023564380161053,4.032469158504013,2.5726122302071057,0.1823215567939546,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11726,2794263,82440.0,82486.0,1963,1,100,99.8,4.2,6587399.7,70353.6,110.9,5950.7,72.14,40.63313,-73.946696,14.0,786.0,4.547541073151455,4.603168183317418,1.4350845252893227,5.857647399373643,8.691264138678626,4.278608675475393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062,4842743,96000.0,100800.0,1927,1,100,120.3,4.5,9932299.3,105772.6,146.5,13554.4,134.47,40.841498,-73.911136,4.0,225.0,4.73795129722191,4.789988622980633,1.5040773967762742,6.268338420843159,9.514466496843896,4.901341125835779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,3085377,366879.0,350110.0,1969,1,100,115.0,11.6,,,2957.1,14100.0,40.27,40.759640000000005,-73.975916,5.0,102.0,4.7140245909001735,4.74493212836325,2.451005098112319,-inf,9.55393007636626,3.695606774863363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11934,2806029,86734.0,64753.0,2000,1,100,100.9,6.8,4623607.5,50258.4,145.9,3317.3,51.23,40.576885,-73.95763000000001,13.0,61002.0,4.5612182984589085,4.6141299273595635,1.916922612182061,5.503704196272987,8.106906478028856,3.936325297951111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,2694374,95707.0,97169.0,1928,1,100,81.0,4.9,,,162.8,4058.0,39.26,40.771531,-73.964861,8.0,130.0,4.297285406218791,4.394449154672439,1.589235205116581,6.071661089102259,8.30844552038576,3.670206188848315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,2800416,207080.0,223856.0,1962,1,100,73.9,4.9,12768037.9,127680.4,367.0,11665.2,52.11,40.768395,-73.986827,4.0,139.0,4.3134800921387715,4.302712827954156,1.589235205116581,6.519442229691538,9.364365329615024,3.9533568689211234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10840,2960395,55932.0,55932.0,1940,1,100,98.6,3.8,4492100.4,47851.7,67.8,4480.0,80.1,40.63778,-73.973056,12.0,490.0,4.536891345234797,4.591071261608589,1.33500106673234,5.474788509663815,8.40737832540903,4.383275854074314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12232,3407435,72904.0,62797.0,2011,1,100,88.0,8.1,3509259.9,37827.5,165.8,3272.7,52.12,,,,,4.4343818650078095,4.477336814478207,2.0918640616783932,5.2278949022514904,8.093370611271821,3.953548752256644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,4561633,71334.0,83223.0,1970,1,100,61.0,7.1,2870699.8,30702.4,185.9,2989.8,35.93,40.724416,-73.983365,3.0,32.0,4.070734696582967,4.110873864173311,1.9600947840472698,5.0271645960474665,8.002961774515414,3.581572601125427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14782,2656560,72600.0,65100.0,1940,1,100,93.9,3.4,4824623.6,51931.5,71.4,1948.2,29.93,40.627139,-74.09119,1.0,33.0,4.483002552013883,4.542230386214217,1.2237754316221157,5.5928509139489195,7.5746611483368556,3.3988613218646075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10628,3114779,51000.0,56610.0,1928,1,100,99.3,5.5,4277700.1,45550.6,102.7,6328.1,111.78,40.64535,-73.970318,14.0,1522.0,4.554928969551344,4.598145571051127,1.7047480922384253,5.4258306868469965,8.752755312103917,4.716532653841552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,4862786,54431.0,57152.0,1911,1,100,59.3,4.6,2208599.8,24900.7,85.2,1282.2,22.43,40.722635,-73.996977,2.0,43.0,4.001863709427935,4.08260930600368,1.5260563034950492,4.76473475565943,7.156332631553157,3.110399348532117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14792,5851568,161500.0,139045.0,1968,1,100,33.5,9.8,3858.0,38.6,431.7,3005.2,21.61,40.612357,-74.092035,1.0,47.0,3.5115454388310208,3.5115454388310208,2.2823823856765264,-1.6094379124341003,8.008099400495006,3.0731561705187946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6156,3530612,52206.0,52206.0,1914,1,100,94.3,4.3,137287.1,1372.9,72.5,,,40.849667,-73.938787,12.0,265.0,4.550714000192032,4.546481189639412,1.4586150226995167,5.738183901373533,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13260,4408042,149558.0,131868.0,1952,1,100,96.8,3.9,9314376.9,101024.9,164.2,7469.3,56.64,,,,,4.509760001183433,4.572646994282532,1.3609765531356006,6.330255521948153,8.91855656556998,4.036715449385464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,2811093,172075.0,178208.0,1916,1,100,52.6,10.6,,,780.5,,,40.760103,-73.98397299999999,5.0,125.0,3.9396381724611196,3.9627161197436642,2.3608540011180215,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9415,3538765,116310.0,116310.0,1942,1,100,,2.9,5530299.9,61697.3,108.1,,,40.673259,-73.94698100000001,8.0,341.0,4.053522567701846,,1.0647107369924282,5.682558838204574,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7859,4495839,67757.0,71145.0,1941,1,100,90.8,3.3,5277299.9,56690.9,76.6,8678.1,121.98,40.866368,-73.889905,7.0,40502.0,4.4520190064939165,4.508659285607248,1.1939224684724346,5.635860458170742,9.068557889684389,4.8038570968683105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,2679444,251500.0,272140.0,1963,1,100,100.3,5.6,,,1852.8,,,40.711383000000005,-73.98265,3.0,202.0,4.550714000192032,4.60816569496789,1.7227665977411035,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4541,2796968,128255.0,117350.0,1966,1,100,124.7,12.9,282757.0,2853.6,1127.3,,,40.770844,-73.956861,8.0,134.0,4.761318868478023,4.825910852685991,2.5572273113676265,2.70805020110221,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12416,2953325,217710.0,217710.0,1920,2,100,72.9,9.4,8481162.5,92517.2,689.4,,,,,,,4.252771798816619,4.289088639014612,2.2407096892759584,6.110358077048392,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,4943395,125274.0,170000.0,1927,1,100,62.7,15.6,1575839.8,15856.0,848.4,,,40.76658,-73.96878000000001,8.0,122.0,4.143134726391533,4.138361447638875,2.747270914255491,4.4272389774954295,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,2799264,68840.0,58514.0,1934,1,100,146.1,9.2,7256100.1,78682.1,204.6,,,40.792035999999996,-73.971852,7.0,179.0,4.927253685157205,4.984291318756654,2.2192034840549946,5.954281755980266,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,4931415,55000.0,55000.0,1925,1,100,106.7,4.5,4637100.0,50139.6,82.3,968.0,17.6,40.831745,-73.92143,4.0,195.0,4.609162207257629,4.670021158307708,1.5040773967762742,5.506550305126492,6.875232087276577,2.8678989020441064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6671,4952937,90175.0,85005.0,2007,1,95,65.4,4.5,3899545.8,42518.7,124.4,6007.6,70.67,40.832289,-73.922123,4.0,195.0,4.120661870539474,4.180522258463153,1.5040773967762742,5.333201768401539,8.700780613331426,4.258021154702763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14087,3520599,64512.0,74188.0,1938,1,100,98.7,7.2,5035800.2,55059.1,170.1,,,,,,,4.528289141652134,4.592084946439436,1.9740810260220096,5.589119566336061,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6607,4842725,123000.0,129150.0,1937,1,100,16.9,4.1,373500.0,3735.0,171.3,,,40.823104,-73.924572,4.0,5902.0,2.8449093838194073,2.8273136219290276,1.410986973710262,2.9856819377004897,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13407,3895781,57000.0,37500.0,1992,1,100,119.6,18.1,2982100.0,32924.0,333.0,,,,,,,4.747537427275013,4.784152841516532,2.89591193827178,5.0651234793803255,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,2669978,112451.0,108651.0,1915,1,100,113.4,15.2,205175.0,2093.4,959.3,,,40.763892999999996,-73.96907399999999,8.0,11402.0,4.695010889987881,4.730921391293652,2.7212954278522306,2.388762789235098,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10904,4926093,72000.0,72000.0,2003,1,100,143.7,9.8,7992000.7,79249.1,228.0,,,40.623672,-73.990004,12.0,242.0,4.977423159890142,4.967727793084979,2.2823823856765264,6.050912005751402,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,2719902,161973.0,146748.0,1989,1,100,129.3,11.4,12331000.1,132645.1,547.7,,,40.77084,-73.98282900000001,7.0,145.0,4.822697998516666,4.8621352857778115,2.4336133554004498,6.484635235635252,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549,4695822,139000.0,139000.0,1960,1,100,128.3,7.8,14154612.7,141546.1,347.0,6528.7,46.97,40.772754,-73.955469,8.0,134.0,4.857484114602081,4.8543712716215905,2.0541237336955462,6.622470331130078,8.783963121287332,3.8495091000389037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11299,2676380,52410.0,61000.0,1940,1,100,,,3568404.8,38433.9,63.5,3263.8,53.5,40.606010999999995,-73.978536,11.0,426.0,4.244200317766478,,,5.244389024522481,8.090647439696834,3.979681653901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10517,2962495,61200.0,67900.0,1928,1,100,,3.6,3707399.7,39616.6,78.1,4326.7,63.72,40.652111,-73.963295,14.0,50804.0,4.204692619390966,,1.2809338454620642,5.28269598564508,8.372560405720542,4.154498485041848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9377,2665600,320000.0,320000.0,1940,1,100,110.5,6.6,25980253.3,282025.2,682.4,,,40.667286,-73.959905,9.0,213.0,4.646312129319266,4.705015520957808,1.8870696490323797,7.229766311757508,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,2684580,517910.0,513478.0,1964,1,100,148.8,7.2,60784229.8,657640.1,1242.5,,,40.847503,-73.935052,12.0,261.0,4.94306997460049,5.002603122398992,1.9740810260220096,8.079772912066522,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5894,2771491,55933.0,50933.0,1922,1,100,,11.1,4690672.4,50679.3,201.7,,,40.836273999999996,-73.940401,12.0,245.0,4.8338981155962015,,2.4069451083182885,5.566434283504978,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12709,2729938,75642.0,79424.0,1939,1,100,138.1,7.3,8331799.9,90021.5,188.8,,,,,,,4.871373226762748,4.9279780604152466,1.9878743481543455,6.092440464447984,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,2306542,272532.0,271413.0,1970,1,85,84.3,17.1,,,1993.1,4134.6,14.58,40.761081,-73.97379699999999,5.0,102.0,4.409155302062135,4.4343818650078095,2.8390784635086144,-inf,8.327145867591218,2.6796507265805123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,3095579,1008544.0,908960.0,1913,1,100,69.5,13.3,6990143.8,84117.6,4688.3,,,40.712265,-74.007892,1.0,21.0,4.206184043977636,4.241326752570746,2.5877640352277083,5.917010361183034,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,5793879,79056.0,79056.0,1925,1,40,78.6,17.5,1404600.0,14955.0,439.3,,,40.751923,-73.983073,5.0,84.0,4.3528552573736015,4.364371699435161,2.8622008809294686,4.312140507209715,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7276,5789747,95401.0,95401.0,2012,1,100,75.5,5.3,5037973.4,54658.6,164.1,7720.6,80.93,40.848108,-73.924136,5.0,20501.0,4.26689632742025,4.324132656254979,1.667706820558076,5.589493328254074,8.951647360206017,4.393584583507611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,4905775,115226.0,124200.0,1951,3,100,85.2,5.4,7698987.3,82774.9,218.9,6244.6,50.28,,,,,4.394449154672439,4.44500143383527,1.6863989535702288,6.013470627370596,8.739472369267316,3.917607383722047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,2707797,304526.0,317786.0,1969,1,100,102.4,13.4,,,2712.6,,,40.753322999999995,-73.98049499999999,5.0,94.0,4.639571612705423,4.628886712605407,2.5952547069568657,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
