Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
4005,2806367,387094.0,361638.0,1977,1,100,87.3,,6.7,0.7,18084.9,46.72,40.751583000000004,-73.970383,6.0,90.0,7.184098306763924,9.80283261492662,3.8441723385199715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,4926023,68870.0,68870.0,1923,1,100,110.0,115.5,5.6,1.0,5670.2,82.33,40.853970000000004,-73.914792,5.0,24501.0,5.799092654460526,8.642979669468314,4.410735561310335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13400,3116986,90273.0,90500.0,1930,1,100,76.2,80.9,3.9,0.6,4142.7,45.78,,,,,5.724891437866436,8.329103028159414,3.8238473145244205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,4401394,78646.0,74646.0,1911,1,100,162.4,170.0,11.4,0.4,7241.9,92.08,40.740393,-73.988947,5.0,56.0,6.47126379226885,8.887638881890012,4.522657764413627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,2657973,53449.0,53400.0,1925,1,100,73.4,80.3,5.7,,,,40.749918,-73.995886,4.0,97.0,5.3706380281276624,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,2900365,113284.0,118948.0,1908,1,100,100.3,108.2,8.1,0.0,1817.2,15.28,40.740649,-73.99140799999999,5.0,58.0,6.456769655572163,7.505052133885248,2.7265447837383743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380,4370740,80500.0,80500.0,1928,1,100,76.4,83.3,3.8,0.7,5259.6,65.34,40.667289000000004,-73.961722,9.0,213.0,5.593223284089137,8.567810257212765,4.179604406172924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13233,2972694,67200.0,67000.0,1960,1,100,61.5,,1.0,0.6,3663.3,54.68,,,,,5.364573162325102,8.206119659507086,4.001498011855749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,2679444,251500.0,272140.0,1963,1,100,94.7,100.3,5.6,,,,40.711383000000005,-73.98265,3.0,202.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,4572340,387428.0,406800.0,1940,1,100,109.1,115.8,9.8,0.8,,,40.767309999999995,-73.980141,5.0,137.0,7.3866567051634835,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762,2800905,68992.0,68992.0,1902,1,100,53.5,58.4,1.1,0.5,2147.5,31.13,40.786736,-73.95451,8.0,16001.0,5.204006687076795,7.67205965385841,3.4381719844535166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,4406347,78300.0,78300.0,1931,1,100,87.3,89.3,4.0,0.8,,,40.834386,-73.9009,3.0,149.0,5.719983853994209,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13934,5871963,299456.0,301000.0,1960,2,100,62.8,65.9,4.3,0.5,,,,,,,6.642747523569229,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5710,4979804,55320.0,55320.0,1926,1,95,43.9,,3.9,0.0,4939.4,89.29,40.821625,-73.956878,9.0,22301.0,4.789988622980633,8.504999145315532,4.491889499529125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7260,4399624,96722.0,96722.0,1927,1,100,71.7,76.3,4.4,0.6,,,40.849940000000004,-73.917837,5.0,21501.0,5.666772649022301,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8658,2653832,55800.0,57432.0,1962,1,100,115.7,123.4,5.9,,5984.0,104.19,40.829553999999995,-73.81484499999999,10.0,160.0,6.0205377945936895,8.696844519654313,4.646216155424092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,4414963,620552.0,625000.0,1964,1,100,24.5,26.0,3.5,0.1,,,40.713609999999996,-74.008989,1.0,21.0,6.024657514463746,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11439,4406053,60500.0,60492.0,1940,1,100,11.8,11.8,3.5,,,,40.609152,-73.955434,15.0,552.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,1422300,524937.0,518623.0,1972,1,80,115.4,117.4,13.0,0.0,7505.4,14.22,40.742452,-73.986817,5.0,56.0,4.018183201256536,8.923378040448751,2.6546494243750947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,4175563,100738.0,90000.0,2013,1,100,113.5,113.9,19.2,0.0,6785.0,75.39,40.750485999999995,-73.987256,5.0,84.0,-0.35667494393873245,8.82246957226897,4.32267464022361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,2384128,81000.0,86786.0,1964,1,100,121.9,121.5,7.2,1.0,4682.8,53.96,40.769146,-73.95117900000001,8.0,132.0,6.103005921840889,8.451651500605518,3.988243031339555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,2664118,1142297.0,950000.0,1972,1,100,126.4,124.8,8.9,0.9,44961.7,46.59,40.758725,-73.961803,6.0,10601.0,8.505565855175258,10.713566295240641,3.8413859258287055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8992,3527046,98607.0,94720.0,2007,1,100,94.9,98.2,13.0,0.5,9187.6,93.17,40.689525,-73.987452,2.0,43.0,5.554121700101795,9.125610027815599,4.534425781462334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,4852069,103290.0,84284.0,1917,1,100,81.8,83.9,16.6,0.3,,,40.74342,-73.98401700000001,5.0,74.0,4.75960653929251,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12658,4380195,98400.0,114800.0,1940,1,100,70.4,,,,7737.8,67.4,,,,,5.8886009116487426,8.953872688454476,4.210645017918261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,2539077,263438.0,177863.0,1905,1,100,69.2,,,0.0,2742.4,10.95,40.766993,-73.987531,4.0,139.0,5.3230099791384085,7.916588728403461,2.3933394562625097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,4037237,128517.0,98922.0,2008,1,100,83.2,86.8,9.0,0.6,4078.0,41.22,,,,,5.604330395684541,8.3133619511344,3.718923575462313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,2945307,55395.0,55395.0,1916,1,100,85.7,91.1,7.6,0.6,,,40.745444,-73.98673000000001,5.0,74.0,5.20839265902005,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12836,3112135,192640.0,192655.0,1964,1,100,85.2,89.8,4.7,0.7,7817.7,40.58,,,,,6.5564942248874845,8.96414567263122,3.7032753343976688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,4413400,54976.0,54976.0,1924,1,100,75.9,76.9,4.4,0.4,1797.6,32.7,40.776367,-73.97840500000001,7.0,157.0,5.313205979041787,7.4942077208711195,3.487375077903208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13053,4408029,111750.0,117338.0,1952,1,100,65.5,70.5,3.6,0.6,4721.7,40.24,,,,,5.790571604728592,8.459924183225665,3.6948615257914836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,5857303,70704.0,70704.0,1935,1,100,92.2,97.3,4.3,0.8,6263.1,88.58,40.8559,-73.868667,11.0,22401.0,5.666426688112432,8.742430549187024,4.483906098495052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,4406344,68320.0,68330.0,1935,1,100,123.1,130.9,6.6,1.1,,,40.848110999999996,-73.909063,5.0,22701.0,5.8944028342648505,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024,5815594,61800.0,62000.0,1927,1,100,125.2,124.3,9.2,,11774.6,189.91,40.844322999999996,-73.909408,4.0,22902.0,6.073505257444191,9.373699948031607,5.246550275726154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10647,4278872,131040.0,131040.0,1941,1,100,82.5,,3.8,0.6,,,40.645663,-73.961381,14.0,51001.0,6.237933923725689,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,2817712,54220.0,47004.0,1930,1,100,111.5,118.3,4.4,1.0,8700.2,160.46,40.843858000000004,-73.941283,12.0,253.0,5.622572419230658,9.07110129288419,5.07804469032551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,3120038,75547.0,65000.0,1931,1,100,79.0,,,,1941.9,25.15,40.746676,-73.988462,5.0,76.0,5.617134667930529,7.571422154219574,3.224857896545748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,3121317,109157.0,118253.0,1928,1,100,73.6,78.4,4.9,0.0,,,40.776112,-73.957565,8.0,140.0,6.202737925851705,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,4040431,50795.0,52313.0,2002,1,100,55.3,53.8,15.6,0.0,1453.9,27.79,40.741966999999995,-73.998181,4.0,87.0,0.47000362924573563,7.2820048799373795,3.3246762437544124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050,4926071,96545.0,96545.0,1926,1,100,113.6,122.3,3.3,0.3,,,40.879327,-73.87707900000001,7.0,423.0,6.516784617024425,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6252,2705494,80927.0,80917.0,1960,1,100,77.8,77.1,4.9,0.6,,,40.856285,-73.933948,12.0,279.0,5.583496308781699,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10467,4907682,51846.0,52000.0,1931,1,100,87.8,94.2,4.3,0.8,42113.6,809.88,40.656688,-73.960704,9.0,79802.0,5.302309387817574,10.64812600788421,6.696886088543315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14297,5832549,66580.0,77677.0,1962,2,100,85.5,89.8,,0.8,,,,,,,5.912962318953024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,2669177,120542.0,132596.0,1925,1,100,69.3,68.9,4.4,0.5,3557.7,26.83,40.800615,-73.969284,7.0,191.0,5.939644798378185,8.176869547638859,3.2895206644375325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4718,4038897,57726.0,60035.0,1922,1,100,79.2,82.8,5.2,0.3,1392.1,23.19,40.782692,-73.959153,8.0,15002.0,5.478135793123873,7.238568677394522,3.1437211512674406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12426,2816284,136000.0,136000.0,1969,1,100,144.0,153.3,10.5,1.2,14102.9,74.23,,,,,6.986751285208635,9.554135728977178,4.307168381129456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,1273461,205020.0,169672.0,1957,1,100,69.8,,,,,,40.760703,-73.975634,5.0,104.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10174,4956905,75233.0,76091.0,2009,1,95,71.5,71.9,5.7,0.5,6082.1,79.93,40.661951,-73.908776,16.0,916.0,5.337538079701318,8.713105310062025,4.381151251637927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,4038883,79852.0,83200.0,1911,1,100,88.1,87.5,5.4,0.6,,,40.792682,-73.97675699999999,7.0,179.0,5.772375266121813,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9360,2797187,83559.0,97485.0,2006,1,100,81.7,88.0,4.0,0.7,,,40.671335,-73.960977,8.0,217.0,5.885548321516433,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12663,4412074,56636.0,56636.0,1938,1,100,80.7,80.2,3.0,0.7,3186.7,56.27,,,,,5.349960599699875,8.066741177573675,4.030161533445187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,3114476,216621.0,230470.0,2008,1,100,58.2,59.6,11.0,0.2,5925.8,25.17,40.757220000000004,-73.968265,6.0,98.0,5.536940488710632,8.68707097798585,3.2256528091472245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144,4956920,87429.0,87429.0,2009,1,95,70.1,69.9,4.7,0.5,,,40.670111,-73.91279200000001,16.0,924.0,5.510197725583535,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,3513340,80800.0,74150.0,1910,1,100,48.9,52.5,7.8,,,,40.744681,-73.99302,4.0,91.0,4.891851758106289,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6332,2817607,158247.0,143247.0,1929,1,100,132.1,,,,,,40.866769,-73.923825,12.0,295.0,7.152190544430636,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,3520097,85716.0,98573.0,1927,1,100,114.5,122.6,3.2,1.1,,,40.651617,-73.965144,14.0,50804.0,6.292309606086044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,2956338,82956.0,82956.0,1928,1,100,70.1,74.8,0.8,0.7,8432.4,101.65,40.855858000000005,-73.86569899999999,11.0,22403.0,5.69608626802173,9.039836707986153,4.621535540074356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10615,2813969,54826.0,55426.0,1928,1,100,83.4,,,,7352.4,114.95,40.647282000000004,-73.96019799999999,14.0,51002.0,5.508578292031233,8.90278206951961,4.74449725120919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13863,2805424,73000.0,80300.0,1963,1,100,67.8,70.2,4.1,,3928.8,48.93,,,,,5.7751724707428735,8.276089314725034,3.8903907053010323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,3066957,552775.0,597467.0,1931,1,100,96.7,99.9,19.9,,,,40.757661,-73.990832,4.0,115.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590,3481971,67324.0,74056.0,2000,1,100,83.3,89.3,8.4,0.6,3401.4,45.93,,,,,5.365040998590945,8.131942390558313,3.8271184983377022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2895860,809401.0,767690.0,1921,1,100,64.3,65.9,9.7,,19907.9,22.43,40.705752000000004,-74.013374,1.0,13.0,,9.898871916859541,3.110399348532117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10742,3520646,99482.0,114403.0,1964,1,100,137.6,147.5,3.6,1.4,6115.3,53.45,40.633876,-73.957922,14.0,766.0,6.629099017737668,8.718549106607174,3.9787466374710543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,4453212,194030.0,194030.0,1997,1,100,88.5,93.8,8.3,0.7,9908.3,51.07,40.804617,-73.941505,11.0,198.0,6.414605840229089,9.201128068713642,3.9331972406595526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7586,2772761,53898.0,62881.0,1927,1,100,115.1,,4.3,0.7,5913.2,94.04,40.854089,-73.90590300000001,5.0,241.0,5.951423497570798,8.684942419026935,4.543720223671869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12773,4380995,72400.0,84466.0,1940,1,100,79.8,,,,7161.8,84.79,,,,,5.718671087149952,8.876516625007893,4.440177611315912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12716,3531279,89772.0,104449.0,1962,1,100,91.0,95.8,5.1,0.8,,,,,,,6.0063531596017325,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155,3820730,67000.0,67000.0,2003,1,100,124.6,126.2,14.6,0.8,,,40.848015000000004,-73.909931,5.0,22701.0,5.572154032177765,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,2649543,83220.0,140420.0,1961,1,100,49.8,53.3,4.4,0.4,,,40.767988,-73.96048,8.0,126.0,5.544786743165743,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12118,2805480,235000.0,258500.0,1937,8,100,43.0,47.3,2.3,0.4,,,,,,,6.174827228410347,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,2671362,155513.0,127038.0,2006,1,100,101.0,104.4,16.5,0.5,,,40.757593,-73.978862,5.0,96.0,5.751301990624177,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6656,2972797,112854.0,112854.0,1928,1,100,99.8,106.1,4.6,0.9,12062.6,106.89,40.823871000000004,-73.92612199999999,4.0,63.0,6.219396615153989,9.39786503576832,4.671800268285854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
