ENERGY STAR Score
9.0
93.0
96.0
79.0
55.0
71.0
86.0
53.0
11.0
35.0
26.0
1.0
71.0
6.0
42.0
15.0
68.0
33.0
73.0
76.0
43.0
18.0
74.0
73.0
40.0
49.0
84.0
71.0
84.0
91.0
90.0
70.0
26.0
3.0
18.0
70.0
4.0
24.0
89.0
16.0
100.0
42.0
1.0
9.0
2.0
2.0
75.0
79.0
30.0
8.0
5.0
36.0
68.0
82.0
1.0
73.0
39.0
55.0
100.0
88.0
79.0
7.0
54.0
64.0
91.0
77.0
3.0
100.0
78.0
36.0
92.0
96.0
55.0
4.0
22.0
21.0
93.0
6.0
75.0
55.0
58.0
65.0
11.0
88.0
96.0
40.0
7.0
99.0
29.0
96.0
89.0
50.0
100.0
30.0
1.0
57.0
1.0
78.0
37.0
81.0
13.0
65.0
100.0
56.0
62.0
62.0
2.0
97.0
75.0
55.0
45.0
73.0
8.0
52.0
100.0
56.0
31.0
74.0
100.0
89.0
59.0
85.0
49.0
95.0
65.0
23.0
65.0
55.0
1.0
88.0
88.0
85.0
87.0
78.0
91.0
99.0
90.0
2.0
50.0
46.0
54.0
20.0
91.0
44.0
2.0
43.0
1.0
70.0
59.0
38.0
53.0
11.0
12.0
65.0
66.0
77.0
39.0
8.0
92.0
1.0
27.0
73.0
75.0
33.0
84.0
83.0
79.0
15.0
89.0
18.0
80.0
38.0
28.0
26.0
30.0
85.0
97.0
93.0
91.0
87.0
13.0
95.0
57.0
53.0
45.0
1.0
85.0
75.0
72.0
86.0
57.0
70.0
47.0
75.0
79.0
86.0
39.0
88.0
36.0
59.0
97.0
75.0
19.0
86.0
95.0
1.0
59.0
42.0
99.0
57.0
75.0
24.0
1.0
100.0
26.0
25.0
69.0
67.0
1.0
67.0
100.0
30.0
29.0
49.0
75.0
89.0
57.0
56.0
88.0
63.0
50.0
98.0
55.0
52.0
4.0
80.0
99.0
29.0
34.0
84.0
19.0
12.0
5.0
90.0
84.0
83.0
56.0
48.0
30.0
74.0
100.0
5.0
86.0
52.0
84.0
88.0
83.0
72.0
19.0
61.0
75.0
24.0
73.0
94.0
72.0
5.0
100.0
36.0
71.0
87.0
66.0
86.0
62.0
91.0
93.0
1.0
98.0
54.0
16.0
100.0
25.0
18.0
82.0
95.0
99.0
36.0
93.0
57.0
99.0
23.0
53.0
49.0
93.0
70.0
93.0
7.0
47.0
100.0
80.0
94.0
67.0
33.0
68.0
93.0
74.0
45.0
87.0
52.0
72.0
61.0
44.0
51.0
55.0
58.0
12.0
100.0
30.0
93.0
8.0
68.0
87.0
93.0
96.0
46.0
66.0
3.0
92.0
44.0
92.0
20.0
45.0
1.0
75.0
100.0
47.0
90.0
2.0
34.0
92.0
78.0
87.0
57.0
98.0
90.0
70.0
48.0
93.0
2.0
96.0
73.0
64.0
93.0
47.0
89.0
54.0
76.0
39.0
79.0
57.0
72.0
82.0
35.0
89.0
57.0
84.0
94.0
72.0
88.0
84.0
77.0
20.0
68.0
69.0
71.0
47.0
60.0
97.0
83.0
89.0
97.0
86.0
58.0
78.0
67.0
97.0
30.0
87.0
73.0
62.0
94.0
87.0
47.0
1.0
80.0
71.0
92.0
46.0
64.0
91.0
70.0
86.0
65.0
69.0
72.0
75.0
12.0
55.0
28.0
11.0
43.0
66.0
35.0
94.0
14.0
30.0
48.0
67.0
18.0
63.0
5.0
100.0
31.0
2.0
14.0
79.0
77.0
91.0
16.0
63.0
100.0
53.0
68.0
85.0
72.0
65.0
75.0
2.0
49.0
22.0
20.0
34.0
39.0
62.0
1.0
91.0
100.0
36.0
67.0
99.0
6.0
100.0
22.0
100.0
61.0
73.0
81.0
72.0
95.0
57.0
1.0
1.0
8.0
97.0
92.0
97.0
44.0
82.0
66.0
100.0
48.0
93.0
79.0
18.0
100.0
26.0
83.0
100.0
76.0
1.0
79.0
38.0
81.0
75.0
100.0
72.0
34.0
79.0
24.0
30.0
99.0
99.0
53.0
4.0
58.0
43.0
87.0
85.0
77.0
76.0
2.0
65.0
80.0
30.0
91.0
72.0
1.0
13.0
28.0
48.0
66.0
41.0
30.0
16.0
24.0
60.0
23.0
53.0
63.0
21.0
54.0
28.0
71.0
95.0
5.0
28.0
15.0
49.0
16.0
82.0
2.0
100.0
44.0
38.0
97.0
91.0
1.0
93.0
98.0
8.0
88.0
61.0
40.0
3.0
53.0
100.0
50.0
41.0
50.0
79.0
92.0
54.0
46.0
53.0
1.0
28.0
69.0
70.0
83.0
3.0
49.0
62.0
45.0
6.0
56.0
69.0
74.0
77.0
1.0
80.0
1.0
20.0
46.0
79.0
7.0
63.0
35.0
37.0
23.0
84.0
64.0
30.0
53.0
82.0
100.0
8.0
55.0
74.0
23.0
46.0
40.0
46.0
77.0
59.0
20.0
28.0
38.0
64.0
68.0
53.0
7.0
81.0
100.0
30.0
71.0
64.0
28.0
65.0
60.0
63.0
59.0
71.0
100.0
80.0
29.0
61.0
85.0
59.0
44.0
48.0
40.0
12.0
14.0
62.0
44.0
44.0
59.0
60.0
40.0
82.0
87.0
33.0
96.0
53.0
78.0
58.0
41.0
95.0
70.0
16.0
54.0
61.0
94.0
2.0
72.0
100.0
70.0
68.0
98.0
66.0
91.0
83.0
56.0
87.0
71.0
60.0
35.0
42.0
75.0
72.0
30.0
64.0
33.0
100.0
2.0
14.0
56.0
9.0
53.0
88.0
94.0
31.0
70.0
39.0
4.0
4.0
87.0
31.0
93.0
84.0
1.0
79.0
9.0
88.0
97.0
2.0
34.0
43.0
75.0
14.0
12.0
39.0
78.0
74.0
88.0
55.0
6.0
1.0
64.0
86.0
40.0
100.0
10.0
96.0
86.0
76.0
59.0
75.0
100.0
24.0
93.0
6.0
88.0
2.0
22.0
69.0
81.0
79.0
70.0
45.0
68.0
13.0
94.0
47.0
44.0
95.0
100.0
75.0
71.0
100.0
20.0
1.0
88.0
86.0
99.0
100.0
89.0
78.0
50.0
79.0
80.0
95.0
65.0
87.0
50.0
93.0
24.0
13.0
97.0
34.0
57.0
1.0
79.0
59.0
100.0
53.0
97.0
55.0
95.0
83.0
51.0
35.0
51.0
30.0
47.0
81.0
74.0
43.0
15.0
53.0
100.0
1.0
86.0
81.0
88.0
26.0
62.0
8.0
76.0
98.0
100.0
67.0
69.0
59.0
100.0
77.0
36.0
83.0
82.0
80.0
42.0
59.0
49.0
69.0
92.0
65.0
2.0
100.0
92.0
88.0
48.0
50.0
80.0
80.0
92.0
82.0
66.0
92.0
88.0
50.0
100.0
27.0
30.0
100.0
1.0
88.0
64.0
100.0
31.0
37.0
23.0
48.0
84.0
79.0
55.0
34.0
9.0
10.0
96.0
98.0
78.0
74.0
9.0
17.0
72.0
94.0
89.0
38.0
47.0
9.0
26.0
48.0
31.0
71.0
13.0
90.0
77.0
41.0
40.0
27.0
55.0
5.0
89.0
100.0
62.0
3.0
29.0
39.0
86.0
92.0
8.0
92.0
73.0
43.0
86.0
27.0
15.0
95.0
1.0
100.0
70.0
35.0
73.0
71.0
88.0
63.0
33.0
9.0
90.0
53.0
45.0
65.0
75.0
51.0
4.0
2.0
91.0
11.0
91.0
6.0
73.0
2.0
74.0
59.0
63.0
51.0
86.0
74.0
24.0
67.0
100.0
39.0
5.0
8.0
96.0
73.0
97.0
100.0
66.0
97.0
7.0
21.0
44.0
65.0
100.0
63.0
10.0
41.0
10.0
90.0
81.0
96.0
55.0
100.0
85.0
78.0
85.0
72.0
73.0
60.0
49.0
100.0
61.0
98.0
58.0
63.0
10.0
28.0
35.0
58.0
55.0
87.0
28.0
90.0
80.0
61.0
63.0
79.0
25.0
1.0
4.0
18.0
41.0
31.0
1.0
30.0
57.0
16.0
100.0
85.0
41.0
68.0
100.0
100.0
9.0
79.0
35.0
96.0
13.0
100.0
84.0
87.0
40.0
20.0
61.0
6.0
28.0
62.0
32.0
87.0
43.0
23.0
76.0
35.0
51.0
77.0
79.0
83.0
2.0
94.0
89.0
94.0
84.0
92.0
18.0
50.0
91.0
81.0
100.0
76.0
1.0
1.0
58.0
84.0
93.0
28.0
55.0
79.0
11.0
13.0
86.0
92.0
27.0
65.0
2.0
26.0
33.0
37.0
43.0
2.0
100.0
44.0
75.0
78.0
73.0
71.0
72.0
97.0
79.0
100.0
70.0
96.0
88.0
90.0
50.0
2.0
93.0
83.0
97.0
68.0
93.0
67.0
72.0
100.0
91.0
14.0
88.0
12.0
74.0
61.0
62.0
76.0
49.0
76.0
71.0
63.0
100.0
67.0
36.0
47.0
93.0
48.0
47.0
19.0
51.0
3.0
23.0
44.0
41.0
69.0
79.0
47.0
44.0
9.0
100.0
77.0
64.0
50.0
85.0
59.0
66.0
40.0
83.0
1.0
83.0
60.0
43.0
31.0
54.0
67.0
57.0
2.0
38.0
33.0
26.0
72.0
100.0
53.0
25.0
100.0
82.0
15.0
87.0
10.0
92.0
20.0
38.0
88.0
85.0
22.0
46.0
98.0
77.0
63.0
92.0
24.0
32.0
56.0
28.0
100.0
66.0
48.0
1.0
35.0
33.0
45.0
84.0
28.0
52.0
97.0
87.0
16.0
88.0
96.0
99.0
45.0
70.0
100.0
57.0
45.0
98.0
85.0
55.0
30.0
74.0
32.0
27.0
40.0
73.0
31.0
90.0
100.0
13.0
91.0
76.0
81.0
37.0
60.0
55.0
67.0
98.0
41.0
72.0
18.0
99.0
73.0
79.0
29.0
100.0
5.0
80.0
78.0
16.0
70.0
65.0
45.0
41.0
16.0
92.0
93.0
63.0
37.0
40.0
91.0
63.0
87.0
80.0
76.0
50.0
64.0
78.0
77.0
82.0
1.0
100.0
66.0
23.0
7.0
85.0
59.0
87.0
71.0
26.0
47.0
60.0
59.0
51.0
41.0
1.0
43.0
75.0
100.0
18.0
8.0
64.0
93.0
58.0
1.0
69.0
37.0
100.0
27.0
44.0
76.0
46.0
45.0
100.0
100.0
64.0
68.0
66.0
20.0
19.0
61.0
45.0
43.0
79.0
94.0
57.0
66.0
86.0
26.0
58.0
