Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,ENERGY STAR Score
1,13286,289356.0,293447.0,1963,2,100,303.1,37.8,,,6962.2,,,40.750791,-73.973963,6.0,88.0,5.722277057292366,5.714062784063757,3.632309102625542,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,4778226,152765.0,231342.0,1924,1,100,,,,,0.0,,,40.840427000000005,-73.940249,12.0,251.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4778267,891040.0,1305748.0,1971,1,100,,,,,0.0,,,40.840746,-73.942854,12.0,255.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,4778288,211400.0,179694.0,1932,1,100,,,,,0.0,,,40.841559000000004,-73.942528,12.0,255.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,4778352,245000.0,245000.0,1932,1,60,,,,,0.0,,,40.765949,-73.95375200000001,8.0,124.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,2610789,3750565.0,2400000.0,1974,4,100,143976.0,,394285242148.0,3942852421.5,0.0,107151.5,39.13,40.757859,-73.71554300000001,13.0,155101.0,11.877390784976017,11.877401898001038,,16.857334118898695,11.581998999870466,3.666889436222321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,2611745,3750565.0,200.0,1974,1,100,1091.5,319.9,,,21.1,19261.1,96305.69,40.757859,-73.71554300000001,13.0,155101.0,7.037291200331171,6.995308175989998,5.768008446955473,-inf,9.865842796909174,11.47528268222969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,3616379,3750565.0,2738875.0,1974,1,100,,,,,0.0,,,40.757859,-73.71554300000001,13.0,155101.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,5870374,3750565.0,2738875.0,1974,1,100,,,,,0.0,,,40.757859,-73.71554300000001,13.0,155101.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,5870375,3750565.0,2738875.0,1974,1,100,,,,,0.0,,,40.757859,-73.71554300000001,13.0,155101.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,5245390,567517.0,567517.0,1950,1,100,,,,,0.0,,,40.583953,-74.08693000000001,2.0,70.0,,,,-inf,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,4045810,53917.0,58893.0,1950,1,100,,,,,0.0,,,40.586868,-74.08659200000001,2.0,70.0,,,,-inf,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,2777309,,323000.0,1907,7,100,125.2,8.7,52441239.4,556997.6,1666.5,,,,,,,4.787491742782046,4.829912458665998,2.163323025660538,7.968388749692465,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,2809896,,535632.0,1964,2,100,118.8,0.0,61638997.2,631631.4,0.5,8984.2,16.77,,,,,4.752727750345706,4.777441406928545,-inf,8.104038594823693,9.103222757969242,2.8195915758351173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
28,4954491,256528.0,256528.0,1964,1,100,0.0,0.0,0.0,0.0,0.0,,,40.816968,-73.96075400000001,9.0,211.0,-inf,-inf,-inf,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,4954504,339104.0,339104.0,1964,1,100,0.0,0.0,0.0,0.0,0.0,,,40.817221,-73.960776,9.0,211.0,-inf,-inf,-inf,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,2825730,54725.0,199058.1,1971,2,100,26.9,7.9,100.0,1.0,497.1,1009.9,5.07,40.729201,-73.994155,2.0,57.0,3.292126286607793,3.292126286607793,2.066862759472976,-inf,6.917606595032511,1.623340817603092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,5101913,61582.0,61582.0,1971,0,100,,,,,0.0,,,40.728924,-73.99383399999999,2.0,57.0,,,,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,2831114,750000.0,855844.0,1962,6,100,,,,,,,,40.821523,-73.90549,3.0,133.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,3612678,,6386382.0,1897,56,100,175.9,16.2,770027489.0,7700274.9,32795.0,,,,,,,5.169915651743512,5.169915651743512,2.785011242238338,10.618882897040129,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,2977441,,50000.0,1906,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,2658264,,258119.0,1999,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,2658465,,441108.0,1934,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,2746906,,79951.0,1924,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
51,2746908,,87639.0,1907,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
52,2746913,,78464.0,1924,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
53,2747205,,77271.0,1925,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,2747207,,103681.0,1925,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,2747212,,101704.0,1924,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,3114642,710600.0,36752.0,1950,1,100,,,,,0.0,,,40.80709,-73.960847,9.0,20101.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,3114648,710600.0,6287.0,1950,1,100,,,,,0.0,,,40.80709,-73.960847,9.0,20101.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,2658274,1368870.0,95954.0,1977,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,2658588,1368870.0,77917.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,2746865,1368870.0,60373.0,1897,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,2746866,1368870.0,62004.0,1987,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,2746873,1368870.0,59847.0,1924,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,2746880,1368870.0,64447.0,1911,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,2747235,1368870.0,111632.0,1910,1,100,0.0,0.0,,,0.0,,,40.809752,-73.960217,9.0,203.0,-inf,-inf,-inf,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,2747246,1368870.0,147145.0,1927,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,2780688,1368870.0,148666.0,1974,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,2780700,1368870.0,149779.0,1987,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,2780703,1368870.0,126670.0,1897,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,2780705,1368870.0,199107.0,1964,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,2780706,1368870.0,90679.0,1897,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,2780707,1368870.0,133021.0,1930,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,2780711,1368870.0,166959.0,1964,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,3105049,1368870.0,287737.0,1950,1,100,0.3,,87900.0,879.0,0.0,,,40.809752,-73.960217,9.0,203.0,-1.2039728043259361,-1.2039728043259361,,1.547562508716013,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,3114643,1368870.0,20035.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
82,3114644,1368870.0,163689.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,3114645,1368870.0,34637.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
84,3114650,1368870.0,11712.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,3114653,1368870.0,131923.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
86,3114654,1368870.0,27713.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,3114655,1368870.0,21482.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,3114656,1368870.0,17651.0,1950,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,3118978,1368870.0,207750.0,2010,1,100,,,,,0.0,,,40.809752,-73.960217,9.0,203.0,,,,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,3614737,,2904696.0,1914,12,100,110.3,24.0,82040481.3,820404.8,22449.0,,,,,,,4.7140245909001735,4.703203926259457,3.1780538303479458,8.379676726069464,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,2741317,,107015.0,1998,1,100,412.6,63.9,28158200.8,291161.4,3139.6,10740.5,70.21,,,,,6.013470627370596,6.022478600637151,4.157319361383489,7.337847956915032,9.281776921914032,4.2514907510291575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,2367857,,44908.0,1995,1,100,,58.0,23746399.9,230585.5,1296.3,8565.9,122.89,,,,,6.300785794663244,,4.060443010546419,7.1560206190701265,9.055544484046935,4.811289646296506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,2263463,3693539.0,498466.0,1929,1,100,436.5,51.4,1450881.0,14508.8,23788.1,29331.1,40.93,40.841402,-73.94256800000001,12.0,251.0,6.0656439452822335,6.0787883752796565,3.9396381724611196,4.345103280569283,10.286403665530077,3.7118632905043114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,3614751,,953183.0,1905,4,100,92.4,11.2,2679329.0,30362.3,6638.2,28781.5,30.2,,,,,4.526126978647638,4.526126978647638,2.4159137783010487,4.957937505095806,10.267488098610633,3.407841924380824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,2266206,125840.0,128572.0,1905,1,100,63.8,13.5,,,690.5,818.0,6.36,40.711835,-74.006558,1.0,1501.0,4.130354999745133,4.155753190350744,2.6026896854443837,-inf,6.706862336602747,1.8500283773520307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,1819903,526781.0,628399.0,1964,1,100,121.7,13.5,682970.9,6829.7,5800.1,24914.9,39.65,40.711437,-74.006146,1.0,1501.0,4.801558999993482,4.801558999993482,2.6026896854443837,3.591817741270805,10.123221297061052,3.680090948080857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,3615313,,,1940,8,100,,,20965612.6,221463.1,78476.9,,,,,,,,,,7.015353289580155,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,2382101,239235.0,105518.0,2009,1,100,252.0,38.9,,,4805.1,12902.4,54.13,40.764843,-73.96124300000001,8.0,118.0,5.521860837883573,5.529429087511423,3.6609942506244004,-inf,9.465168619556886,3.9913885608088866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
114,1230818,228637.0,327993.0,1987,1,100,409.0,57.0,,,10427.0,,,40.763695,-73.958053,8.0,116.0,5.989713014069176,6.013715156042802,4.04305126783455,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,1230813,731550.0,701010.0,2006,1,100,463.3,64.8,21533.3,215.3,27940.1,,,40.765039,-73.957363,8.0,116.0,6.164366881985445,6.138374792422603,4.1713056033582285,0.09531017980432493,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,3616399,,10477571.0,1833,77,100,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,2825672,305900.0,213423.0,1992,1,100,,,,,,,,40.729341,-73.996157,2.0,5501.0,,,,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,2826071,305900.0,89951.0,1896,1,100,19.6,5.8,,,164.0,,,40.729341,-73.996157,2.0,5501.0,2.975529566236472,2.975529566236472,1.7578579175523736,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
