Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,ENERGY STAR Score
13155,2928732,72800.0,72000.0,1972,1,100,45.9,2.1,2477967.8,27786.2,49.0,418.2,5.81,,,,,3.730501128804756,3.8264651170664994,0.7419373447293773,4.879767018891217,6.035959786994534,1.7595805708638197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13166,2718617,157000.0,86000.0,1943,1,100,2.1,0.6,200.0,2.0,31.1,347.7,2.19,,,,,0.7419373447293773,0.7419373447293773,-0.5108256237659907,-inf,5.851340039013816,0.7839015438284094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13168,5930958,51209.0,51209.0,1930,1,70,16.9,4.9,,,82.2,,,,,,,2.8507065015037334,2.8273136219290276,1.589235205116581,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13173,4409686,202050.0,200000.0,1946,1,90,342.3,42.3,38404699.7,396179.4,2732.6,218237.0,1091.18,,,,,5.826884671790184,5.83568754553614,3.744787086052232,7.620656066028919,12.293336907208442,6.9950149584754815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13176,2804153,81900.0,75428.0,1961,1,100,899.2,77.9,52214844.9,522148.4,2063.6,27920.3,338.72,,,,,6.805944012835452,6.8015054791394265,4.355425952876702,7.927829283319764,10.237109301804255,5.825173807386555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13177,3126643,195100.0,200000.0,1967,1,100,,,,,297.3,,,,,,,2.128231705849268,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13180,2822932,151500.0,151500.0,1953,1,100,16.5,1.4,1397199.8,17577.9,69.5,,,,,,,2.653241964607215,2.803360380906535,0.3364722366212129,4.3067641501733345,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13192,2686101,53910.0,53310.0,1959,1,100,,5.1,3650384.1,39947.6,89.3,3242.1,60.14,,,,,4.478472532942134,,1.62924053973028,5.319099905730565,8.08397654697723,4.096675177560383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13213,3119695,64935.0,64935.0,1939,0,100,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13235,2726140,57600.0,62160.0,1939,1,100,78.2,3.6,3852059.3,41826.9,75.0,2853.3,45.03,,,,,4.298645025734831,4.359269647551265,1.2809338454620642,5.321056853517526,7.956231498156449,3.8073289343134804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13245,5869893,60000.0,62000.0,1939,1,100,84.9,3.3,4188769.2,45648.7,66.6,,,,,,,4.370712874773608,4.441474093317302,1.1939224684724346,5.404927101606295,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13255,2660306,72360.0,66883.0,1956,1,100,92.9,4.6,5113316.1,55487.1,107.5,7837.7,109.03,,,,,4.468204330914934,4.531523645819793,1.5260563034950492,5.604330395684541,8.966700702956897,4.69162307371829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13264,3127572,57600.0,57600.0,1956,1,100,72.6,4.8,3246800.3,32468.0,90.1,2423.7,42.08,,,,,4.293195420967266,4.28496492183075,1.5686159179138452,5.150397236471415,7.793050577153773,3.7395725684294545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13268,3881801,61476.0,61476.0,1951,1,100,,,4127323.4,,33.0,2721.7,42.16,,,,,4.241326752570746,,,5.389984555073861,7.909011964058885,3.741471904233107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13278,2726164,77400.0,85140.0,1939,1,100,78.6,4.6,5353905.9,58228.4,138.5,4041.7,43.6,,,,,4.302712827954156,4.364371699435161,1.5260563034950492,5.6503816979290855,8.304420674526245,3.775057150354989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13294,2798592,137120.0,137120.0,1950,1,100,74.0,3.9,7080300.2,78040.8,174.6,5611.7,40.72,,,,,4.23410650459726,4.30406509320417,1.3609765531356006,6.0330862217988015,8.632608982915363,3.7067193722422673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13295,2656411,61242.0,55967.0,1954,1,100,103.5,4.3,3967762.3,42869.8,81.3,2878.5,50.89,,,,,4.591071261608589,4.639571612705423,1.4586150226995167,5.579729825986222,7.9650246041158645,3.9296664406007413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13300,2734754,84174.0,96003.0,1957,1,100,71.0,4.1,4759799.9,51217.4,134.0,3490.4,35.54,,,,,4.220977213155467,4.2626798770413155,1.410986973710262,5.665388086668889,8.1577716218094,3.570658822726505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13312,2808024,79814.0,31725.0,1997,1,100,45.2,9.2,996868.8,11194.1,240.7,5170.6,63.57,,,,,3.7864597824528,3.8110970868381857,2.2192034840549946,3.9684033388642534,8.55074401492732,4.152141660948318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13313,2714897,62000.0,22256.0,1941,1,100,115.8,21.6,2534003.6,26053.6,424.8,2515.6,40.57,,,,,4.742320024135325,4.751864565138895,3.0726933146901194,4.902307417210627,7.830266622669348,3.703028877218356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13320,2726042,74100.0,81510.0,1939,1,100,73.7,4.7,4483452.9,48744.1,130.2,2880.9,34.01,,,,,4.241326752570746,4.300002799195291,1.547562508716013,5.472690753492817,7.965858024312037,3.526654599019104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13321,2679651,143367.0,124921.0,2004,1,100,127.3,10.5,11420343.5,122364.7,461.6,5832.1,43.54,,,,,4.807294370078226,4.846546505563361,2.3513752571634776,6.407869595254481,8.671132420317896,3.7736800558064014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13322,2665186,87305.0,92050.0,1975,1,100,87.6,5.2,6041649.1,65585.8,160.8,5488.5,58.36,,,,,4.415219602029645,4.472780997942346,1.6486586255873816,5.771129548115811,8.610410273127371,4.066630723654585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13323,2664411,61050.0,51428.0,1929,1,100,103.2,4.1,4104524.3,44435.6,69.6,2834.9,54.18,,,,,4.575741375297279,4.636668853047462,1.410986973710262,5.458308102856978,7.949761942171126,3.992311836656949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13337,5832578,78650.0,91758.0,1937,1,100,,,6351300.2,,185.3,5909.5,64.4,,,,,4.492001487882454,,,5.949860997252907,8.684316504452296,4.165113633110308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13338,2805372,100800.0,97819.0,1942,1,100,53.4,2.5,4577768.8,49862.0,88.5,3756.7,33.88,,,,,3.910021002757473,3.977810745966149,0.9162907318741551,5.493472881322077,8.23129619144081,3.522824869783854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13359,2679082,55200.0,55200.0,1930,1,100,59.3,0.3,2997568.3,32177.8,5.3,4083.6,73.98,,,,,4.012772908528289,4.08260930600368,-1.2039728043259361,5.0701612734102826,8.31473423129486,4.303794786404308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13391,2726044,50141.0,55156.0,1939,1,100,84.8,3.3,4107013.2,44525.4,65.7,2105.0,34.71,,,,,4.37449836825309,4.440295542797857,1.1939224684724346,5.384953673207583,7.652070746116482,3.547027829873695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13397,2652071,67810.0,72491.0,1990,1,100,64.7,2.9,,,70.5,,,,,,,4.119037174812473,4.169761201506855,1.0647107369924282,5.664695085948154,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13409,4380659,76380.0,52806.0,1951,1,90,107.1,4.2,106885.4,1068.9,94.9,,,,,,,4.624972813284271,4.673762977453703,1.4350845252893227,6.0842715966941885,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13416,3307015,120000.0,108000.0,1929,1,100,,,1351706.8,,99.7,238.6,2.17,40.713177,-73.91976899999999,5.0,539.0,3.858622228701031,,,5.641552398120067,5.474788509663815,0.7747271675523681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13432,4047903,100566.0,49380.0,2004,1,80,4.5,1.3,,,20.6,,,,,,,1.5040773967762742,1.5040773967762742,0.26236426446749106,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13440,3052621,1572198.0,753456.0,1973,1,100,68.2,11.3,46043902.2,492376.3,5969.4,,,,,,,4.197201947661808,4.222444564849416,2.424802725718295,7.802045770576624,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13441,4370140,59589.0,59589.0,2013,1,90,34.8,3.4,1175151.8,13781.2,64.7,69.3,1.16,,,,,3.4468078929142076,3.5496173867804286,1.2237754316221157,4.133565275375382,4.238444906195857,0.14842000511827322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13452,4405977,51000.0,50990.0,1930,1,100,54.0,2.0,1986036.1,23482.8,31.7,,,,,,,3.8480176754522337,3.9889840465642745,0.6931471805599453,4.701389043728634,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13453,4497483,70820.0,74224.0,1950,1,100,550.8,153.3,1737100.1,20552.3,3603.3,589.2,7.94,,,,,6.3035343076165935,6.311371766854499,5.0323967858777685,4.525044141508807,6.378765684588475,2.0719132752590443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13454,4937048,183535.0,183535.0,1922,17,100,20.9,6.1,,,356.6,,,,,,,3.039749158970765,3.039749158970765,1.8082887711792655,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13455,2674638,74009.0,74009.0,2007,1,100,35.4,2.5,1982080.6,19820.8,59.1,106.1,1.43,,,,,3.5667118201397288,3.5667118201397288,0.9162907318741551,4.6568134191399295,4.664382045619937,0.3576744442718159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13461,2677493,104079.0,104079.0,1947,1,100,31.8,2.6,2135928.9,23882.9,85.1,69.0,0.66,,,,,3.3775875160230218,3.459466289786131,0.9555114450274363,4.730921391293652,4.23410650459726,-0.4155154439616658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13466,4259004,64868.0,64868.0,1952,1,100,,,1882400.0,21096.6,35.8,669.6,10.32,,,,,3.5553480614894135,,,4.605170185988092,6.506680519175266,2.334083760053417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
13471,4038770,56433.0,56433.0,1971,1,100,107.4,22.3,1584700.2,17625.2,399.0,1109.4,19.66,,,,,4.647271362006727,4.676560182074764,3.104586678466073,4.4331949212482815,7.011574607621134,2.9785861147190205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13475,2672675,310050.0,236701.0,1956,1,100,103.5,5.8,18186662.2,193879.8,447.1,11248.5,47.36,,,,,4.593097604753822,4.639571612705423,1.7578579175523736,6.908954559557619,9.327990065409553,3.8577779905757503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13480,4413933,118080.0,154000.0,1988,1,100,71.5,8.4,6448831.9,66083.6,418.4,4291.6,27.87,,,,,4.264087336809195,4.269697449699962,2.128231705849268,5.83627165770228,8.364414902762592,3.327550841493857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13487,5849034,55000.0,55000.0,1960,1,100,205.9,10.0,9441982.8,94419.8,174.2,816.6,14.85,,,,,5.326904823399949,5.327390614033744,2.302585092994046,6.2176036074019905,6.7051493788854755,2.6979998652487085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13491,5836815,87500.0,65000.0,1930,1,100,59.1,0.7,3434755.3,36732.7,15.3,1088.7,16.75,,,,,4.014579593753238,4.079230924412053,-0.35667494393873245,5.206202077640231,6.992739602887134,2.8183982582710754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13493,1819837,92705.0,92705.0,2005,1,100,78.1,12.3,2923981.2,33395.9,366.7,2384.4,25.72,,,,,4.3067641501733345,4.35799005684564,2.509599262378372,5.045358730154642,7.776702799345771,3.2472688993694185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13496,4954132,119500.0,119500.0,1998,1,100,168.2,29.2,7239184.3,81907.6,1125.4,2660.6,22.26,,,,,5.08821342874163,5.125153747538848,3.374168709274236,5.951943788945699,7.886306940249805,3.102791345847399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
13497,2814700,76727.0,79800.0,2000,1,100,105.4,20.4,2457589.0,28464.1,526.7,1947.2,24.4,,,,,4.623991940228679,4.657762636107262,3.0155349008501706,4.871373226762748,7.5741477222332625,3.1945831322991562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13505,3553077,76200.0,76200.0,1971,1,100,148.8,14.6,6984122.3,75390.0,366.4,8741.0,114.71,,,,,4.966335035199676,5.002603122398992,2.681021528714291,5.916202062607435,9.075779878580487,4.742407204293176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
13510,5053057,84641.0,84641.0,1983,1,100,29.6,3.7,1296059.9,14446.8,98.7,506.2,5.98,,,,,3.32862668882732,3.3877743613300146,1.308332819650179,4.231203744939298,6.226931848111024,1.7884205679625405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13512,3507262,443492.0,465667.0,1994,1,100,218.3,45.2,28872200.1,328616.2,8003.5,8110.4,14.73,,,,,5.363636832668679,5.385870263555899,3.8110970868381857,7.448392100319757,9.000902467718085,2.689886230474539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13517,2814707,163000.0,244500.0,2000,1,100,57.9,11.8,3739412.4,42877.9,932.1,2991.5,12.24,,,,,4.032469158504013,4.05871738457895,2.468099531471619,5.291292751611072,8.003530212830087,2.50470927708418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13521,4629180,134564.0,134564.0,2004,1,100,109.5,2.3,11679600.1,136841.4,97.1,,,,,,,4.549657476057832,4.695924549256556,0.8329091229351039,6.430364431302384,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
13532,2779520,188500.0,169696.0,2001,1,100,74.1,16.7,2461021.9,29232.4,907.7,3034.1,17.88,,,,,4.278054044290903,4.3054155323020415,2.8154087194227095,4.872904620630176,8.017670119154372,2.883682769745368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13533,2795325,98853.0,98853.0,1933,1,100,,,1661997.7,19782.4,80.9,44.1,0.45,40.767972,-73.83828000000001,7.0,907.0,3.242592351485517,,,4.480740107609915,3.7864597824528,-0.7985076962177716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13535,4288084,82867.0,65195.0,2012,1,100,17.1,3.3,327340.6,3783.9,69.8,240.1,3.68,,,,,2.8094026953624978,2.8390784635086144,1.1939224684724346,2.856470206220483,5.481055503227208,1.3029127521808397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13551,2800451,148639.0,35000.0,1955,8,100,153.6,27.7,8171902.9,88067.9,1322.5,5155.8,34.68,,,,,5.015954455573856,5.034351820713572,3.3214324131932926,6.073044534100405,8.547877573547233,3.546163151912341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
13564,2972060,54565.0,19400.0,1964,1,100,125.1,26.7,1685700.0,18576.5,466.9,,,,,,,4.812997033190408,4.829113417472866,3.2846635654062037,4.4942386252808095,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
13580,4600595,110000.0,107525.0,1928,1,100,31.3,2.6,2154809.4,24024.1,89.0,152.9,1.42,,,,,3.367295829986474,3.4436180975461075,0.9555114450274363,4.740574822994295,5.029784112935016,0.35065687161316933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
13581,3332311,156383.0,65580.0,2003,1,100,50.3,3.0,4774048.6,53818.1,130.2,8201.6,61.16,,,,,3.8308129500026027,3.9180050771056933,1.0986122886681098,5.535758222563071,9.012084536169752,4.113493381060861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
